date	mjd	half	propid	program
2020-01-22	58870	am	0273	Dawson (0273)
2020-01-23	58871	pm	0273	Dawson (0273)
2020-01-23	58871	am	0273	Dawson (0273)
2020-01-24	58872	pm	0273	Dawson (0273)
2020-01-24	58872	am	0273	Dawson (0273)
2020-01-25	58873	pm	0408	Sheppard (0408)
2020-01-25	58873	am	0408	Sheppard (0408)
2020-01-26	58874	pm	0408	Sheppard (0408)
2020-01-26	58874	am	0408	Sheppard (0408)
2020-01-27	58875	pm	0910	Shen (0910)
2020-01-27	58875	am	0305	Drlica-Wagner (0305)
2020-01-28	58876	pm	0122	Rest (0122)
2020-01-28	58876	am	0305	Drlica-Wagner (0305)
2020-01-29	58877	pm	0334	Rest (0334)
2020-01-29	58877	am	0305	Drlica-Wagner (0305)
2020-01-30	58878	pm	0323	Zenteno (0323)
2020-01-30	58878	am	0305	Drlica-Wagner (0305)
2020-01-31	58879	pm	0323	Zenteno (0323)
2020-01-31	58879	am	0305	Drlica-Wagner (0305)
2020-02-01	58880	pm	0399	Zenteno (0399)
2020-02-01	58880	am	0399	Zenteno (0399)
2020-02-02	58881	pm	0399	Zenteno (0399)
2020-02-02	58881	am	0399	Zenteno (0399)
2020-02-03	58882	pm	0065	Shen (0065)
2020-02-03	58882	am	0399	Zenteno (0399)
2020-02-04	58883	pm	0399	Zenteno (0399)
2020-02-04	58883	am	0399	Zenteno (0399)
2020-02-05	58884	pm	0305	Drlica-Wagner (0305)
2020-02-05	58884	am	0305	Drlica-Wagner (0305)
2020-02-06	58885	pm	0305	Drlica-Wagner (0305)
2020-02-06	58885	am	0305	Drlica-Wagner (0305)
2020-02-07	58886	pm	0305	Drlica-Wagner (0305)
2020-02-07	58886	am	0305	Drlica-Wagner (0305)
2020-02-08	58887	pm	0908	C - Olivares (0908)
2020-02-08	58887	am	0399	#Zenteno (0399)
2020-02-09	58888	pm	0908	#C - Olivares (0908)
2020-02-09	58888	am	0399	#Zenteno (0399)
2020-02-10	58889	pm	0399	Zenteno (0399)
2020-02-10	58889	am	0399	Zenteno (0399)
2020-02-11	58890	pm	0065	Shen (0065)
2020-02-11	58890	am	0305	Drlica-Wagner (0305)
2020-02-12	58891	pm	0305	Drlica-Wagner (0305)
2020-02-12	58891	am	0305	Drlica-Wagner (0305)
2020-02-13	58892	pm	0913	A - Mould (0913)
2020-02-13	58892	am	0399	Zenteno (0399)
2020-02-14	58893	pm	0913	A - Mould (0913)
2020-02-14	58893	am	0399	Zenteno (0399)
2020-02-15	58894	pm	0913	A - Mould (0913)
2020-02-15	58894	am	0399	Zenteno (0399)
2020-02-16	58895	pm	0913	A - Mould (0913)
2020-02-16	58895	am	0910	#C - Puzia (0910)
2020-02-17	58896	pm	0913	A - Mould (0913)
2020-02-17	58896	am	0910	#C - Puzia (0910)
2020-02-18	58897	pm	0913	A - Mould (0913)
2020-02-18	58897	am	0910	#C - Puzia (0910)
2020-02-19	58898	pm	0913	A - Mould (0913)
2020-02-19	58898	am	0353	Peng (0353)
2020-02-20	58899	pm	0913	A - Mould (0913)
2020-02-20	58899	am	0353	Peng (0353)
2020-02-21	58900	pm	0913	A - Mould (0913)
2020-02-21	58900	am	0353	Peng (0353)
2020-02-22	58901	pm	0913	A - Mould (0913)
2020-02-22	58901	am	0353	Peng (0353)
2020-02-23	58902	pm	0908	#C - Olivares (0908)
2020-02-23	58902	am	0353	Peng (0353)
2020-02-24	58903	pm	0065	Shen (0065)
2020-02-24	58903	am	0353	Peng (0353)
2020-02-25	58904	pm	0415	Rest (0415)
2020-02-25	58904	am	0353	Peng (0353)
2020-02-26	58905	pm	0399	Zenteno (0399)
2020-02-26	58905	am	0353	Peng (0353)
2020-02-27	58906	pm	0335	#Wang (0335)
2020-02-27	58906	am	0353	Peng (0353)
2020-02-28	58907	pm	0399	Zenteno (0399)
2020-02-28	58907	am	0353	Peng (0353)
2020-02-29	58908	pm	0308	Dell'Antonio (0308)
2020-02-29	58908	am	0308	Dell'Antonio (0308)
2020-03-01	58909	pm	0305	Drlica-Wagner (0305)
2020-03-01	58909	am	0281	Soraisam (0281)
2020-03-02	58910	pm	0305	Drlica-Wagner (0305)
2020-03-02	58910	am	0281	Soraisam (0281)
2020-03-03	58911	pm	0065	Shen (0065)
2020-03-03	58911	am	0335	Wang (0335)
2020-03-04	58912	pm	0399	Zenteno (0399)
2020-03-04	58912	am	0058	Vivas (0058)
2020-03-05	58913	pm	0305	Drlica-Wagner (0305)
2020-03-05	58913	am	0058	Vivas (0058)
2020-03-06	58914	pm	0305	Drlica-Wagner (0305)
2020-03-06	58914	am	0058	Vivas (0058)
2020-03-07	58915	pm	0399	Zenteno (0399)
2020-03-07	58915	am	0058	Vivas (0058)
2020-03-08	58916	pm	0399	Zenteno (0399)
2020-03-08	58916	am	0399	Zenteno (0399)
2020-03-09	58917	pm		Eng - COSMOS
2020-03-09	58917	am		Eng - COSMOS
2020-03-10	58918	pm		Eng - COSMOS
2020-03-10	58918	am	0912	C - Ricci (0912)
2020-03-11	58919	pm	0912	C - Ricci (0912)
2020-03-11	58919	am	0912	C - Ricci (0912)
2020-03-12	58920	pm	0912	C - Ricci (0912)
2020-03-12	58920	am	0912	C - Ricci (0912)
2020-03-13	58921	pm		Eng-DECam
2020-03-13	58921	am		Eng-DECam
2020-03-14	58922	pm	0065	Shen (0065)
2020-03-14	58922	am	0335	Wang (0335)
2020-03-15	58923	pm	0305	Drlica-Wagner (0305)
2020-03-15	58923	am	0058	Vivas (0058)
2020-03-16	58924	pm	0399	Zenteno (0399)
2020-03-16	58924	am	0058	Vivas (0058)
2020-03-17	58925	pm	0399	Zenteno (0399)
2020-03-17	58925	am	0058	Vivas (0058)
2020-03-18	58926	pm	0399	#Zenteno (0399)
2020-03-18	58926	am	0058	Vivas (0058)
2020-03-19	58927	pm	0065	Shen (0065)
2020-03-19	58927	am	0335	Wang (0335)
2020-03-20	58928	pm		D.D. - DECam
2020-03-20	58928	am	0281	Soraisam (0281)
2020-03-21	58929	pm		D.D. - DECam
2020-03-21	58929	am	0281	Soraisam (0281)
2020-03-22	58930	pm	0238	#Martinez-Vazquez (0238)
2020-03-22	58930	am	0907	#C - Barrientos (0907)
2020-03-23	58931	pm	0238	#Martinez-Vazquez (0238)
2020-03-23	58931	am	0907	#C - Barrientos (0907)
2020-03-24	58932	pm		D.D. - DECam
2020-03-24	58932	am	0907	#C - Barrientos (0907)
2020-03-25	58933	pm		D.D. - DECam
2020-03-25	58933	am	0907	#C - Barrientos (0907)
2020-03-26	58934	pm	0065	Shen (0065)
2020-03-26	58934	am	0335	Wang (0335)
2020-03-27	58935	pm	0415	Rest (0415)
2020-03-27	58935	am	0909	#C - Arevalo (0909)
2020-03-28	58936	pm	0305	Drlica-Wagner (0305)
2020-03-28	58936	am	0909	#C - Arevalo (0909)
2020-03-29	58937	pm	0305	Drlica-Wagner (0305)
2020-03-29	58937	am	0921	#C - Mendez (0921)
2020-03-30	58938	pm	0305	Drlica-Wagner (0305)
2020-03-30	58938	am	0921	#C - Mendez (0921)
2020-03-31	58939	pm	0305	Drlica-Wagner (0305)
2020-03-31	58939	am	0281	Soraisam (0281)
2020-04-01	58940	pm	0305	Drlica-Wagner (0305)
2020-04-01	58940	am	0281	Soraisam (0281)
2020-04-02	58941	pm	0065	Shen (0065)
2020-04-02	58941	am	0335	Wang (0335)
2020-04-03	58942	pm	0399	Zenteno (0399)
2020-04-03	58942	am	0399	Zenteno (0399)
2020-04-04	58943	pm	0305	Drlica-Wagner (0305)
2020-04-04	58943	am	0399	Zenteno (0399)
2020-04-05	58944	pm	0305	Drlica-Wagner (0305)
2020-04-05	58944	am	0399	Zenteno (0399)
2020-04-06	58945	pm		Eng-DECam
2020-04-06	58945	am		Eng-DECam
2020-04-07	58946	pm	0305	Drlica-Wagner (0305)
2020-04-07	58946	am		D.D. - DECam
2020-04-08	58947	pm	0335	Wang (0335)
2020-04-08	58947	am		D.D. - DECam
2020-04-09	58948	pm	0909	#C - Arevalo (0909)
2020-04-09	58948	am		D.D. - DECam
2020-04-10	58949	pm	0909	#C - Arevalo (0909)
2020-04-10	58949	am		D.D. - DECam
2020-04-11	58950	pm		#D.D. - DECam
2020-04-11	58950	am		#D.D. - DECam
2020-04-12	58951	pm	0327	Malhotra (0327)
2020-04-12	58951	am	0327	Malhotra (0327)
2020-04-13	58952	pm	0327	Malhotra (0327)
2020-04-13	58952	am	0327	Malhotra (0327)
2020-04-14	58953	pm	0327	Malhotra (0327)
2020-04-14	58953	am	0327	Malhotra (0327)
2020-04-15	58954	pm	0335	Wang (0335)
2020-04-15	58954	am	0327	Malhotra (0327)
2020-04-16	58955	pm	0327	Malhotra (0327)
2020-04-16	58955	am	0327	Malhotra (0327)
2020-04-17	58956	pm	0305	Drlica-Wagner (0305)
2020-04-17	58956	am	0327	Malhotra (0327)
2020-04-18	58957	pm	0305	Drlica-Wagner (0305)
2020-04-18	58957	am	0337	Trilling (0337)
2020-04-19	58958	pm	0305	Drlica-Wagner (0305)
2020-04-19	58958	am	0337	Trilling (0337)
2020-04-20	58959	pm	0305	Drlica-Wagner (0305)
2020-04-20	58959	am	0337	Trilling (0337)
2020-04-21	58960	pm	0335	Wang (0335)
2020-04-21	58960	am	0337	Trilling (0337)
2020-04-22	58961	pm		D.D. - DECam
2020-04-22	58961	am	0337	Trilling (0337)
2020-04-23	58962	pm		D.D. - DECam
2020-04-23	58962	am	0337	Trilling (0337)
2020-04-24	58963	pm	0394	Sheppard (0394)
2020-04-24	58963	am	0394	Sheppard (0394)
2020-04-25	58964	pm	0394	Sheppard (0394)
2020-04-25	58964	am	0394	Sheppard (0394)
2020-04-26	58965	pm	0394	Sheppard (0394)
2020-04-26	58965	am	0394	Sheppard (0394)
2020-04-27	58966	pm	0308	Dell'Antonio (0308)
2020-04-27	58966	am	0308	Dell'Antonio (0308)
2020-04-28	58967	pm	0415	Rest (0415)
2020-04-28	58967	am	0399	Zenteno (0399)
2020-04-29	58968	pm	0335	Wang (0335)
2020-04-29	58968	am	0266	Gerdes (0266)
2020-04-30	58969	pm	0399	Zenteno (0399)
2020-04-30	58969	am	0399	Zenteno (0399)
2020-05-01	58970	pm	0305	Drlica-Wagner (0305)
2020-05-01	58970	am	0078	Prato (0078)
2020-05-02	58971	pm	0305	Drlica-Wagner (0305)
2020-05-02	58971	am	0078	Prato (0078)
2020-05-03	58972	pm	0305	Drlica-Wagner (0305)
2020-05-03	58972	am	0078	Prato (0078)
2020-05-04	58973	pm	0305	Drlica-Wagner (0305)
2020-05-04	58973	am	0078	Prato (0078)
2020-05-05	58974	pm	0305	Drlica-Wagner (0305)
2020-05-05	58974	am		D.D. - DECam
2020-05-06	58975	pm	0305	Drlica-Wagner (0305)
2020-05-06	58975	am		D.D. - DECam
2020-05-07	58976	pm	0399	Zenteno (0399)
2020-05-07	58976	am		D.D. - DECam
2020-05-08	58977	pm		Eng-DECam
2020-05-08	58977	am		Eng-DECam
2020-05-09	58978	pm	0238	#Martinez-Vazquez (0238)
2020-05-09	58978	am		D.D. - DECam
2020-05-10	58979	pm	0238	#Martinez-Vazquez (0238)
2020-05-10	58979	am		D.D. - DECam
2020-05-11	58980	pm	0238	#Martinez-Vazquez (0238)
2020-05-11	58980	am		D.D. - DECam
2020-05-12	58981	pm	0238	#Martinez-Vazquez (0238)
2020-05-12	58981	am		D.D. - DECam
2020-05-13	58982	pm	0281	Soraisam (0281)
2020-05-13	58982	am		D.D. - DECam
2020-05-14	58983	pm	0281	Soraisam (0281)
2020-05-14	58983	am		D.D. - DECam
2020-05-15	58984	pm	0335	Wang (0335)
2020-05-15	58984	am		D.D. - DECam
2020-05-16	58985	pm	0308	Dell'Antonio (0308)
2020-05-16	58985	am	0308	Dell'Antonio (0308)
2020-05-17	58986	pm	0070	M-Ller (0070)
2020-05-17	58986	am	0337	Trilling (0337)
2020-05-18	58987	pm	0070	M-Ller (0070)
2020-05-18	58987	am	0337	Trilling (0337)
2020-05-19	58988	pm	0070	M-Ller (0070)
2020-05-19	58988	am	0337	Trilling (0337)
2020-05-20	58989	pm	0070	M-Ller (0070)
2020-05-20	58989	am	0337	Trilling (0337)
2020-05-21	58990	pm	0305	Drlica-Wagner (0305)
2020-05-21	58990	am	0337	Trilling (0337)
2020-05-22	58991	pm	0415	Rest (0415)
2020-05-22	58991	am	0337	Trilling (0337)
2020-05-23	58992	pm	0315	Penny (0315)
2020-05-23	58992	am	0315	Penny (0315)
2020-05-24	58993	pm	0315	Penny (0315)
2020-05-24	58993	am	0315	Penny (0315)
2020-05-25	58994	pm	0315	Penny (0315)
2020-05-25	58994	am	0315	Penny (0315)
2020-05-26	58995	pm	0315	Penny (0315)
2020-05-26	58995	am	0315	Penny (0315)
2020-05-27	58996	pm	0315	Penny (0315)
2020-05-27	58996	am	0315	Penny (0315)
2020-05-28	58997	pm	0315	Penny (0315)
2020-05-28	58997	am	0315	Penny (0315)
2020-05-29	58998	pm	0315	Penny (0315)
2020-05-29	58998	am	0315	Penny (0315)
2020-05-30	58999	pm	0335	Wang (0335)
2020-05-30	58999	am		D.D. - DECam
2020-05-31	59000	pm	0305	Drlica-Wagner (0305)
2020-05-31	59000	am	0305	Drlica-Wagner (0305)
2020-06-01	59001	pm	0305	Drlica-Wagner (0305)
2020-06-01	59001	am	0305	Drlica-Wagner (0305)
2020-06-02	59002	pm		Eng - COSMOS
2020-06-02	59002	am		Eng - COSMOS
2020-06-03	59003	pm	0032	Placco (0032)
2020-06-03	59003	am	0032	Placco (0032)
2020-06-04	59004	pm	0032	Placco (0032)
2020-06-04	59004	am	0032	Placco (0032)
2020-06-05	59005	pm	0032	Placco (0032)
2020-06-05	59005	am	0032	Placco (0032)
2020-06-06	59006	pm	0032	Placco (0032)
2020-06-06	59006	am	0412	Burgasser (0412)
2020-06-07	59007	pm	0032	Placco (0032)
2020-06-07	59007	am	0412	Burgasser (0412)
2020-06-08	59008	pm	0051	Luhman (0051)
2020-06-08	59008	am	0051	Luhman (0051)
2020-06-09	59009	pm	0051	Luhman (0051)
2020-06-09	59009	am	0051	Luhman (0051)
2020-06-10	59010	pm	0051	Luhman (0051)
2020-06-10	59010	am	0051	Luhman (0051)
2020-06-11	59011	pm	0934	Massaro (0934)
2020-06-11	59011	am	0934	Massaro (0934)
2020-06-12	59012	pm	0934	Massaro (0934)
2020-06-12	59012	am	0934	Massaro (0934)
2020-06-13	59013	pm	0916	Massaro (0916)
2020-06-13	59013	am	0916	Massaro (0916)
2020-06-14	59014	pm	0916	Massaro (0916)
2020-06-14	59014	am	0916	Massaro (0916)
2020-06-15	59015	pm		Eng-DECam
2020-06-15	59015	am		Eng-DECam
2020-06-16	59016	pm	0335	Wang (0335)
2020-06-16	59016	am	0065	Shen (0065)
2020-06-17	59017	pm	0281	Soraisam (0281)
2020-06-17	59017	am		D.D. - DECam
2020-06-18	59018	pm	0281	Soraisam (0281)
2020-06-18	59018	am		D.D. - DECam
2020-06-19	59019	pm	0308	Dell'Antonio (0308)
2020-06-19	59019	am	0308	Dell'Antonio (0308)
2020-06-20	59020	pm	0415	Rest (0415)
2020-06-20	59020	am	0266	Gerdes (0266)
2020-06-21	59021	pm	0908	#C - Olivares (0908)
2020-06-21	59021	am	0266	Gerdes (0266)
2020-06-22	59022	pm	0908	#C - Olivares (0908)
2020-06-22	59022	am	0266	Gerdes (0266)
2020-06-23	59023	pm	0908	#C - Olivares (0908)
2020-06-23	59023	am	0266	Gerdes (0266)
2020-06-24	59024	pm	0335	Wang (0335)
2020-06-24	59024	am	0065	Shen (0065)
2020-06-25	59025	pm	0167	Kotulla (0167)
2020-06-25	59025	am	0167	Kotulla (0167)
2020-06-26	59026	pm	0167	Kotulla (0167)
2020-06-26	59026	am	0167	Kotulla (0167)
2020-06-27	59027	pm	0167	Kotulla (0167)
2020-06-27	59027	am	0167	Kotulla (0167)
2020-06-28	59028	pm	0335	Wang (0335)
2020-06-28	59028	am	0065	Shen (0065)
2020-06-29	59029	pm	0399	Zenteno (0399)
2020-06-29	59029	am	0305	Drlica-Wagner (0305)
2020-06-30	59030	pm	0399	Zenteno (0399)
2020-06-30	59030	am	0305	Drlica-Wagner (0305)
2020-07-01	59031	pm	0399	Zenteno (0399)
2020-07-01	59031	am		D.D. - DECam
2020-07-02	59032	pm		Eng-DECam
2020-07-02	59032	am		Eng-DECam
2020-07-03	59033	pm	0399	Zenteno (0399)
2020-07-03	59033	am		D.D. - DECam
2020-07-04	59034	pm	0335	Wang (0335)
2020-07-04	59034	am	0065	Shen (0065)
2020-07-05	59035	pm	0399	Zenteno (0399)
2020-07-05	59035	am		D.D. - DECam
2020-07-06	59036	pm		Eng - COSMOS
2020-07-06	59036	am		Eng - COSMOS
2020-07-07	59037	pm	0005	Esplin (0005)
2020-07-07	59037	am	0005	Esplin (0005)
2020-07-08	59038	pm	0005	Esplin (0005)
2020-07-08	59038	am	0005	Esplin (0005)
2020-07-09	59039	pm	0005	Esplin (0005)
2020-07-09	59039	am	0005	Esplin (0005)
2020-07-10	59040	pm	0923	#C - Vuckovic (0923)
2020-07-10	59040	am	0923	#C - Vuckovic (0923)
2020-07-11	59041	pm	0923	#C - Vuckovic (0923)
2020-07-11	59041	am	0923	#C - Vuckovic (0923)
2020-07-12	59042	pm	0335	Wang (0335)
2020-07-12	59042	am	0065	Shen (0065)
2020-07-13	59043	pm		D.D. - DECam
2020-07-13	59043	am		D.D. - DECam
2020-07-14	59044	pm		#D.D. - DECam
2020-07-14	59044	am		#D.D. - DECam
2020-07-15	59045	pm	0147	Rector (0147)
2020-07-15	59045	am	0147	Rector (0147)
2020-07-16	59046	pm	0308	Dell'Antonio (0308)
2020-07-16	59046	am	0308	Dell'Antonio (0308)
2020-07-17	59047	pm	0335	Wang (0335)
2020-07-17	59047	am	0065	Shen (0065)
2020-07-18	59048	pm	0266	Gerdes (0266)
2020-07-18	59048	am		D.D. - DECam
2020-07-19	59049	pm	0266	Gerdes (0266)
2020-07-19	59049	am		D.D. - DECam
2020-07-20	59050	pm	0266	Gerdes (0266)
2020-07-20	59050	am		D.D. - DECam
2020-07-21	59051	pm	0908	C - Olivares (0908)
2020-07-21	59051	am		D.D. - DECam
2020-07-22	59052	pm	0908	C - Olivares (0908)
2020-07-22	59052	am		D.D. - DECam
2020-07-23	59053	pm	0908	C - Olivares (0908)
2020-07-23	59053	am	0305	Drlica-Wagner (0305)
2020-07-24	59054	pm	0335	Wang (0335)
2020-07-24	59054	am	0065	Shen (0065)
2020-07-25	59055	pm		D.D. - DECam
2020-07-25	59055	am	0922	#C - Carballo-Bello (0922)
2020-07-26	59056	pm		D.D. - DECam
2020-07-26	59056	am	0922	#C - Carballo-Bello (0922)
2020-07-27	59057	pm	0908	C - Olivares (0908)
2020-07-27	59057	am	0305	Drlica-Wagner (0305)
2020-07-28	59058	pm		D.D. - DECam
2020-07-28	59058	am	0305	Drlica-Wagner (0305)
2020-07-29	59059	pm	0399	Zenteno (0399)
2020-07-29	59059	am	0305	Drlica-Wagner (0305)
2020-07-30	59060	pm	0335	Wang (0335)
2020-07-30	59060	am	0065	Shen (0065)
2020-07-31	59061	pm	0399	Zenteno (0399)
2020-07-31	59061	am	0305	Drlica-Wagner (0305)
